absorbance_5.11_1A (2),5.11_1A (2),5.11_1A,5.11_2A (2),5.11_2A,5.11_3A (2),5.11_3A,5.11_4A (2),5.11_4A
650.3755,0.0146451,0.02336253,0.09728346,0.04252845,0.02409914,0.05029649,0.04774941,0.01258954
650.8576,0.01386496,0.02526304,0.09729941,0.04304525,0.02475302,0.05039892,0.04696404,0.01219821
651.3397,0.01324267,0.02711852,0.09744518,0.04364006,0.02478913,0.05032893,0.04590901,0.01175214
651.8218,0.01283514,0.02872065,0.09768993,0.04430768,0.02433578,0.05010267,0.04463958,0.01131325
652.304,0.01264299,0.02992019,0.09795555,0.04501499,0.0236569,0.04976807,0.04326378,0.0109699
652.7861,0.01261742,0.03064886,0.09816662,0.04569033,0.02300321,0.04938761,0.04191195,0.01080607
653.2682,0.01267817,0.03090496,0.09829205,0.04622998,0.02252137,0.04903751,0.04072029,0.01087499
653.7503,0.0127429,0.03074253,0.09837885,0.04653737,0.02219293,0.04880724,0.03979842,0.01116038
654.2324,0.01276005,0.03024743,0.0985336,0.04657078,0.02187905,0.04878838,0.03920598,0.01157377
654.7145,0.01271898,0.02953396,0.09888641,0.04636526,0.02140307,0.0490732,0.03895959,0.01196053
655.1967,0.0126556,0.0287276,0.0995191,0.04603591,0.02066488,0.04972126,0.03903905,0.01214601
655.6788,0.01262921,0.02793989,0.1004149,0.04573206,0.01970534,0.05072566,0.03940459,0.01199644
656.1609,0.01270578,0.02725625,0.1014451,0.04560152,0.01870525,0.05198605,0.04000453,0.01145055
656.643,0.01292592,0.02670315,0.1024039,0.04572888,0.0179127,0.05330946,0.04078606,0.01055036
657.1251,0.01329108,0.02623617,0.1030925,0.04610728,0.01752723,0.05446434,0.04169825,0.00942238
657.6072,0.01376389,0.02574227,0.1033685,0.04663851,0.01763688,0.05521943,0.04268749,0.008260089
658.0894,0.01428444,0.02507569,0.1032059,0.04716314,0.01817135,0.05543361,0.04370269,0.007271207
658.5715,0.01479717,0.02411739,0.1026855,0.04752044,0.01894816,0.05510387,0.0446981,0.006627801
659.0536,0.01526776,0.02281988,0.101959,0.04758463,0.0197293,0.05437414,0.04563214,0.006452161
659.5357,0.01569678,0.02125467,0.1011743,0.04731755,0.02032049,0.05349549,0.04647286,0.006783237
660.0178,0.01610948,0.01959988,0.1004165,0.04677375,0.02062994,0.05273375,0.04719624,0.007580257
660.4999,0.0165399,0.01811862,0.09969822,0.04608579,0.02067174,0.0523112,0.0477806,0.008732216
660.9821,0.01700766,0.01707549,0.09898413,0.04541655,0.02053864,0.05232653,0.04820583,0.01008711
661.4642,0.01750609,0.01666718,0.09825131,0.04491057,0.02034548,0.0527535,0.04845462,0.01148347
661.9463,0.01800408,0.01698515,0.09754,0.04466975,0.02019269,0.05347008,0.04851742,0.01276192
662.4284,0.01846299,0.0179748,0.09696253,0.04472365,0.02013407,0.05431808,0.04840273,0.01380745
662.9105,0.01885624,0.0194526,0.09666357,0.04503866,0.02018046,0.05515409,0.04813884,0.01456809
663.3926,0.01918211,0.02113864,0.09675786,0.04553885,0.02031593,0.055873,0.04777014,0.01506469
663.8748,0.01946735,0.022749,0.09725925,0.0461488,0.02051352,0.05642223,0.04733492,0.0153883
664.3569,0.01975087,0.02405453,0.09806953,0.04682752,0.02074622,0.05678162,0.04684532,0.01566882
664.839,0.02006122,0.02492025,0.09899783,0.04759035,0.0209846,0.05694789,0.04627099,0.01603259
665.3211,0.02039359,0.02532931,0.09983956,0.04851449,0.02119347,0.05693081,0.04553522,0.01655309
665.8032,0.0206955,0.02537198,0.1004177,0.04972693,0.02132392,0.05676197,0.04452638,0.01721962
666.2853,0.02087802,0.02523562,0.1006342,0.05136677,0.02131496,0.05649994,0.04313619,0.01793351
666.7675,0.02084737,0.02516523,0.1005158,0.05350623,0.02110959,0.05623605,0.04133904,0.01853266
667.2496,0.02059404,0.02538755,0.1002559,0.05600727,0.02069407,0.05605427,0.03933053,0.01890508
667.7317,0.02027875,0.02597428,0.1001808,0.05838102,0.02015137,0.05596989,0.03764159,0.01911962
668.2138,0.02020648,0.02676661,0.1005058,0.05993454,0.01967094,0.05585808,0.03695158,0.01940333
668.6959,0.02059061,0.02748172,0.1011498,0.06017742,0.01943406,0.05555762,0.03768519,0.01994728
669.178,0.02126013,0.02796853,0.1018293,0.05918252,0.01942921,0.05512913,0.03970156,0.02067542
669.6602,0.02180803,0.02826083,0.102348,0.05741814,0.01948159,0.05482611,0.04249768,0.02137894
670.1423,0.02194232,0.02845979,0.1026439,0.05539955,0.01944263,0.05481406,0.04555831,0.02193487
670.6244,0.021636,0.02864771,0.1027492,0.05349256,0.0192979,0.05506681,0.04852577,0.02235283
671.1065,0.02101992,0.02887924,0.1027443,0.051893,0.019136,0.05548438,0.05120134,0.02268152
671.5886,0.02028535,0.02921262,0.1027114,0.0507198,0.01911144,0.05597306,0.05343575,0.02291537
672.0707,0.01963165,0.02968406,0.102707,0.05003302,0.01938845,0.05647212,0.05511028,0.02300571
672.5529,0.01921774,0.0302909,0.1027367,0.04984204,0.02008125,0.05694938,0.05614129,0.02289454
673.035,0.01915852,0.03097308,0.1027547,0.0501059,0.02121987,0.057377,0.05648178,0.02255726
673.5171,0.01948174,0.03163281,0.1026883,0.05072295,0.02271287,0.05774017,0.05616332,0.02202607
673.9992,0.02013562,0.03217866,0.1024861,0.05155039,0.02437697,0.05804115,0.05529442,0.02137527
674.4813,0.02101468,0.03254996,0.1021576,0.05241571,0.02596664,0.05830343,0.05405992,0.02069905
674.9634,0.02201104,0.03274091,0.1017902,0.05316223,0.0272548,0.05856154,0.05268651,0.02006572
675.4456,0.02305314,0.03278092,0.1015181,0.05368273,0.02808426,0.05884485,0.05140684,0.01949707
675.9277,0.02410413,0.03270032,0.1014847,0.05393415,0.02837888,0.05916263,0.05045845,0.01897371
676.4098,0.0251489,0.03249563,0.1017705,0.05395745,0.02816021,0.05949447,0.05003324,0.01845916
676.8919,0.02616235,0.03212261,0.1023557,0.0538626,0.02752652,0.05980034,0.05024583,0.01793919
677.374,0.02708365,0.0315154,0.1031149,0.0538077,0.02663963,0.06003784,0.05111078,0.01745292
677.8561,0.02782393,0.0306405,0.103865,0.05393806,0.02568456,0.06018905,0.05252401,0.01710273
678.3383,0.02829412,0.0295431,0.1044305,0.05433967,0.02484757,0.06027189,0.05428039,0.01703352
678.8204,0.02843885,0.0283794,0.1046942,0.05500964,0.02431185,0.06033738,0.05608927,0.01740125
679.3025,0.02827289,0.02738342,0.1046444,0.05585368,0.02422369,0.06044342,0.0576533,0.01830486
679.7846,0.02788478,0.02680868,0.1043671,0.05671454,0.02468039,0.06062958,0.05872067,0.0197461
680.2667,0.02741803,0.02684788,0.1040249,0.05741696,0.02570862,0.06089323,0.05914434,0.02160069
680.7488,0.02701012,0.02754169,0.1037934,0.05783873,0.02724731,0.06118698,0.05893973,0.02364823
681.231,0.02675007,0.02876347,0.1038238,0.05794025,0.02915324,0.06143344,0.05828093,0.02561793
681.7131,0.02665081,0.03024945,0.1042114,0.05777298,0.03122041,0.06155252,0.05746356,0.02725809
682.1952,0.02666103,0.03171354,0.1049782,0.05744454,0.03323836,0.06149554,0.05679541,0.02841944
682.6773,0.02670447,0.03292213,0.1060854,0.05707874,0.03501207,0.06125743,0.05653156,0.02907157
683.1594,0.02672566,0.03376683,0.1074419,0.05677193,0.03638975,0.06088036,0.05679897,0.02930755
683.6415,0.02672189,0.03427795,0.1089301,0.05656479,0.03728587,0.06043662,0.05756625,0.02929316
684.1237,0.02673926,0.03458174,0.1104111,0.05645201,0.03767719,0.0600152,0.05866506,0.02922412
684.6058,0.02684552,0.03482869,0.1117493,0.05640249,0.03760981,0.05970145,0.05984748,0.02926115
685.0879,0.02708469,0.03511604,0.1128452,0.0563926,0.03718911,0.059555,0.06089135,0.02948177
685.57,0.02745297,0.03546448,0.1136423,0.0564241,0.03658477,0.05961078,0.06164911,0.02987934
686.0521,0.02789359,0.03582522,0.114142,0.05652957,0.03601486,0.05987113,0.06209443,0.0303768
686.5342,0.02832933,0.03613275,0.1143938,0.05675413,0.03570399,0.06031183,0.06230238,0.03087202
687.0164,0.02869448,0.0363531,0.1144836,0.05713622,0.03587069,0.06088356,0.06240461,0.03126578
687.4985,0.02897167,0.03652148,0.1145067,0.05768398,0.03665702,0.06152226,0.06252216,0.03149767
687.9806,0.02919801,0.03672975,0.1145387,0.05836884,0.03807442,0.0621689,0.06271269,0.03155941
688.4627,0.02944842,0.03709393,0.1146231,0.0591291,0.0399721,0.06278158,0.0629575,0.0314903
688.9448,0.02979009,0.03769035,0.1147601,0.05989052,0.04205376,0.06335323,0.06317776,0.03135755
689.4269,0.03024258,0.03851575,0.1149179,0.06059165,0.04397066,0.06390601,0.0632895,0.03122666
689.9091,0.03076227,0.03948315,0.1150482,0.06118858,0.04538359,0.06447412,0.06324428,0.03114425
690.3912,0.0312572,0.04045578,0.115109,0.06166185,0.0460815,0.06506985,0.06306613,0.03112093
690.8733,0.0316286,0.04130463,0.1150782,0.06200855,0.04602055,0.0656608,0.06284263,0.03113381
691.3554,0.03180343,0.04194193,0.1149527,0.06223281,0.04531617,0.0661573,0.06270225,0.03113673
691.8375,0.03176844,0.04235575,0.114747,0.06234336,0.04419754,0.06643863,0.06275985,0.03108359
692.3196,0.03157051,0.04259671,0.1144858,0.06235347,0.04292797,0.06639748,0.06307661,0.03095114
692.8018,0.03129996,0.04275454,0.1142038,0.06228404,0.04175787,0.06598172,0.06363688,0.03075685
693.2839,0.03105167,0.04291544,0.113943,0.0621625,0.04085088,0.06523272,0.0643478,0.03056595
693.766,0.03089649,0.04313617,0.113754,0.06201638,0.04027807,0.06427839,0.0650682,0.03047939
694.2481,0.0308698,0.04343665,0.1136985,0.06186919,0.04003723,0.06330716,0.06563572,0.0306177
694.7302,0.03096925,0.04380178,0.1138319,0.06173182,0.04008228,0.0624969,0.06592276,0.03107496
695.2123,0.03117165,0.04419282,0.1141864,0.06160582,0.0403512,0.06196783,0.06586158,0.03188947
695.6945,0.03144664,0.044552,0.1147467,0.06148937,0.04077127,0.06175232,0.06546273,0.03301664
696.1766,0.03176878,0.04481296,0.1154382,0.06138837,0.04126024,0.06179409,0.06481006,0.03433405
696.6587,0.03212079,0.04490049,0.1161286,0.06132422,0.04171248,0.06198257,0.06404176,0.03566293
697.1408,0.03249553,0.04473991,0.1166504,0.06133478,0.0420002,0.06219684,0.06331809,0.03681118
697.6229,0.03289973,0.04428343,0.1168614,0.0614597,0.04201076,0.06235601,0.06276942,0.03763714
698.105,0.03336224,0.04353004,0.1166804,0.06172658,0.04168111,0.06242505,0.06247795,0.03806715
698.5872,0.03394119,0.04254993,0.1161273,0.06213188,0.04104532,0.06240563,0.06245715,0.03810607
699.0693,0.03471345,0.04147563,0.1153189,0.06263524,0.0402426,0.0623092,0.06265958,0.03781263
699.5514,0.03576089,0.04048921,0.1144462,0.06316367,0.03950473,0.06213642,0.06299715,0.0372694
700.0335,0.03713319,0.03977299,0.1137151,0.0636325,0.03908979,0.06187616,0.06337714,0.03654937
700.5156,0.03881036,0.03944749,0.1132689,0.06398031,0.03918383,0.06152746,0.06374162,0.03569764
700.9977,0.04067907,0.03955367,0.1131602,0.06418812,0.03985347,0.06113101,0.06408215,0.03474258
701.4799,0.04253251,0.04004246,0.113333,0.06429552,0.04100406,0.06079188,0.06444217,0.03372028
701.962,0.04412955,0.04081334,0.1136644,0.06438732,0.04242017,0.06065747,0.06488782,0.0326957
702.4441,0.04522933,0.04174798,0.1140117,0.06457856,0.0438081,0.06089685,0.06548078,0.03178388
702.9262,0.04568239,0.04275331,0.114282,0.06497553,0.04489408,0.0616267,0.06624049,0.03113536
703.4083,0.04548422,0.0437769,0.114474,0.06563991,0.04551382,0.06285594,0.06713294,0.03088858
703.8904,0.04479318,0.04478367,0.1146818,0.06657501,0.04563879,0.06445508,0.06807716,0.0311398
704.3726,0.04389393,0.04572893,0.1150573,0.06771819,0.04538443,0.06617472,0.06897964,0.03189652
704.8547,0.04309992,0.0465371,0.1157372,0.06896723,0.04494677,0.06772797,0.06977709,0.03307963
705.3368,0.04269463,0.04709622,0.1167936,0.0702036,0.04455295,0.0688467,0.07045857,0.03454294
705.8189,0.04283333,0.04730155,0.118189,0.07133758,0.04438379,0.06938118,0.07107382,0.036128
706.301,0.04351983,0.04711324,0.1197922,0.07233457,0.04454258,0.06933285,0.07170469,0.03771328
706.7831,0.04462298,0.04660606,0.1214109,0.0732214,0.04506464,0.06885119,0.07243519,0.03922855
707.2653,0.04592874,0.04598442,0.1228694,0.07407337,0.0459308,0.06818708,0.0733079,0.0406602
707.7474,0.04721311,0.04553413,0.1240649,0.07498118,0.04709627,0.06761921,0.07431084,0.04202321
708.2295,0.04828175,0.04556577,0.1249891,0.07602377,0.04850522,0.06741257,0.07538307,0.04332611
708.7116,0.04902595,0.04629036,0.12572,0.07723497,0.05009836,0.06774278,0.07644735,0.04454792
709.1937,0.04942198,0.04776053,0.1263769,0.07860009,0.05180956,0.06868081,0.07744317,0.04563737
709.6758,0.04951718,0.04984898,0.1270776,0.08006677,0.05355367,0.07019196,0.07834603,0.046531
710.158,0.04940122,0.05229779,0.1278924,0.08157586,0.05524214,0.07215014,0.07917264,0.04719438
710.6401,0.04918325,0.05480161,0.1288398,0.08308709,0.05679473,0.0743653,0.07996216,0.04765285
711.1222,0.04898224,0.0570907,0.129902,0.08459549,0.05816263,0.07660884,0.08075206,0.04801099
711.6043,0.04890983,0.05902691,0.1310557,0.08612767,0.05935217,0.07868087,0.08155468,0.04843079
712.0864,0.04907732,0.06060967,0.1322958,0.08771787,0.06042723,0.08044259,0.08235423,0.04910254
712.5685,0.04959966,0.06194774,0.1336449,0.08937512,0.06149586,0.08185311,0.08311729,0.0502029
713.0507,0.0505777,0.06318033,0.1351344,0.09106316,0.06266722,0.08297865,0.08381996,0.05184105
713.5328,0.05209306,0.06442026,0.1367803,0.09269759,0.06402377,0.08397307,0.08446742,0.05404384
714.0149,0.05418116,0.06571303,0.1385567,0.09417207,0.06558958,0.08503324,0.08510603,0.05674457
714.497,0.05680706,0.06703997,0.1403965,0.09540822,0.06732436,0.08632231,0.08580691,0.05980672
714.9791,0.05984823,0.06835251,0.1422047,0.09638871,0.06913353,0.08792783,0.08664826,0.06303488
715.4612,0.06309573,0.06961508,0.1438944,0.09717994,0.07089723,0.08981983,0.08768413,0.06620963
715.9434,0.06630681,0.07082963,0.1454237,0.09790444,0.07251226,0.09186614,0.08892402,0.06913622
716.4255,0.06922894,0.07203083,0.1468026,0.09870278,0.07390714,0.0938599,0.09033484,0.0716482
716.9076,0.07166828,0.07325599,0.1480813,0.0996688,0.07505886,0.09558472,0.09185548,0.07363257
717.3897,0.07353823,0.07450889,0.1493136,0.1008086,0.07598761,0.09688641,0.09342605,0.07504047
717.8718,0.07486787,0.07573789,0.1505238,0.1020357,0.07674482,0.09769131,0.09500022,0.07588116
718.3539,0.07579506,0.07684147,0.1516809,0.1032049,0.07739306,0.09802983,0.09655458,0.07622268
718.8361,0.07650533,0.07770638,0.1527058,0.1041802,0.07798389,0.09800774,0.09807934,0.07617163
719.3182,0.07718146,0.07823779,0.1534944,0.1048785,0.07854169,0.09778334,0.09955474,0.07586443
719.8003,0.07791869,0.07839826,0.1539623,0.1053036,0.07904468,0.09751077,0.1009322,0.07542685
720.2824,0.07868624,0.07820557,0.1540786,0.1055185,0.07942431,0.09729087,0.1021292,0.07494044
720.7645,0.07932541,0.07771027,0.1538747,0.1055926,0.07956748,0.0971586,0.1030319,0.07442997
721.2466,0.07961228,0.07695405,0.1534258,0.1055352,0.07935274,0.0970696,0.1035281,0.07386012
721.7288,0.07935075,0.07594687,0.1528128,0.1052707,0.07869529,0.09692604,0.1035422,0.07316313
722.2109,0.078443,0.0746711,0.1520961,0.1046513,0.07758304,0.09660002,0.1030553,0.07226542
722.693,0.07694326,0.07311545,0.1512984,0.1035312,0.07610396,0.09599012,0.1021179,0.07112179
723.1751,0.07502924,0.0713146,0.1504133,0.101842,0.07442772,0.0950561,0.100831,0.06972787
723.6572,0.07295112,0.06937832,0.1494276,0.09964161,0.07277931,0.09383334,0.09932487,0.06811777
724.1393,0.07092586,0.0674767,0.1483441,0.09711444,0.0713554,0.09242624,0.09771407,0.06635134
724.6215,0.06907609,0.06579924,0.1471915,0.09451704,0.07026923,0.09097283,0.0960722,0.06449786
725.1036,0.06741304,0.06451395,0.1460241,0.09211832,0.06951749,0.08961421,0.09442431,0.06263189
725.5857,0.06586044,0.06370388,0.1449006,0.09010462,0.06898118,0.08844353,0.09274963,0.06081913
726.0678,0.06431232,0.0633522,0.1438671,0.08855131,0.06846489,0.0874913,0.09100185,0.05911721
726.5499,0.06268863,0.06334314,0.1429408,0.08741986,0.0677483,0.08672628,0.08913222,0.05757182
727.032,0.06097914,0.06350437,0.1421017,0.08659326,0.06666874,0.08607853,0.08711521,0.05620492
727.5142,0.05924198,0.06364532,0.1412947,0.08592106,0.06515229,0.08547083,0.08496124,0.05501157
727.9963,0.05758401,0.06359553,0.140435,0.08525751,0.06323531,0.08484892,0.08272448,0.05395907
728.4784,0.05611331,0.06324615,0.1394323,0.08449706,0.06104223,0.08419962,0.0804917,0.05299946
728.9605,0.05491429,0.06254546,0.1382,0.08356889,0.0587564,0.08354385,0.07837474,0.05208413
729.4426,0.05402904,0.06149505,0.1366796,0.08243436,0.05657963,0.08291402,0.07649067,0.05118266
729.9247,0.05345258,0.06013178,0.1348633,0.08108629,0.05467676,0.08232482,0.07492638,0.05029272
730.4069,0.05314204,0.05851474,0.1328099,0.07955203,0.05316722,0.08175334,0.07372412,0.04943692
730.889,0.05302127,0.05671277,0.1306505,0.07790533,0.05210581,0.08113714,0.07285978,0.04864688
731.3711,0.05299524,0.05479314,0.1285559,0.07625808,0.05148339,0.08040017,0.07224986,0.04794145
731.8532,0.05294307,0.05282595,0.1267162,0.07475577,0.05123396,0.07947613,0.07176233,0.04731318
732.3353,0.05273198,0.0508823,0.125283,0.07353859,0.05124462,0.07833895,0.07125245,0.04672804
732.8174,0.05224804,0.04902985,0.1243206,0.07269262,0.05137871,0.07700947,0.07060947,0.0461412
733.2996,0.05141055,0.04734058,0.1237884,0.07222534,0.05147766,0.07554273,0.06977284,0.0455133
733.7817,0.05021115,0.04588366,0.123541,0.07204798,0.0513907,0.07399955,0.06875469,0.04482685
734.2638,0.04871956,0.04471305,0.1233822,0.07200985,0.05100633,0.0724187,0.06762645,0.04408663
734.7459,0.04707679,0.0438625,0.1231069,0.07192904,0.05026018,0.07080982,0.06650206,0.04330582
735.228,0.04545104,0.04332845,0.1225811,0.07165895,0.0491535,0.06916329,0.06550182,0.04248604
735.7101,0.04397954,0.0430671,0.1217792,0.07113046,0.04774494,0.06747904,0.06472048,0.04161026
736.1923,0.04274129,0.04299178,0.120781,0.07035263,0.04613825,0.06579494,0.06422105,0.04064669
736.6744,0.04173288,0.04299101,0.1197349,0.06939487,0.04445671,0.06419666,0.06402281,0.03957651
737.1565,0.04089169,0.04295427,0.1187903,0.06834113,0.04281941,0.06279596,0.06410637,0.038419
737.6386,0.04012767,0.04278824,0.118055,0.06725851,0.0413397,0.06170269,0.0644154,0.03725182
738.1207,0.03937165,0.04244638,0.117548,0.06616968,0.04010577,0.06097072,0.06486126,0.0361954
738.6028,0.03859951,0.04193456,0.1172058,0.06505837,0.03917787,0.06057288,0.06532979,0.03537197
739.085,0.03783125,0.04130222,0.1169062,0.06389306,0.03859036,0.06039936,0.06567995,0.03486058
739.5671,0.03710897,0.04061573,0.1165247,0.0626597,0.03834282,0.06029886,0.06577723,0.03464295
740.0492,0.03646539,0.03993074,0.1159754,0.06138516,0.038401,0.06013252,0.06552079,0.03459763
740.5313,0.03590133,0.03927352,0.1152307,0.06014708,0.0386898,0.05981638,0.06487339,0.03451607
741.0134,0.03538513,0.03863337,0.1143237,0.05905314,0.0391043,0.059353,0.06389041,0.03418322
741.4955,0.03487067,0.03797864,0.1133224,0.05821254,0.03951846,0.05881553,0.06271799,0.03344433
741.9777,0.03432363,0.03727886,0.112306,0.05770393,0.03979891,0.05830977,0.06157304,0.03226226
742.4598,0.03374529,0.03652921,0.1113345,0.05754114,0.03984061,0.05791427,0.06066666,0.03073667
742.9419,0.0331732,0.03575826,0.1104454,0.05766443,0.03957999,0.05764706,0.06015091,0.02907328
743.424,0.03266246,0.03501968,0.1096596,0.05794319,0.039008,0.0574543,0.06006412,0.0275242
743.9061,0.03225304,0.03436369,0.1089933,0.05821497,0.03816675,0.05724188,0.06031745,0.02629182
744.3882,0.03194857,0.03381556,0.1084698,0.05830973,0.03713509,0.0569149,0.06071889,0.0254894
744.8704,0.03170768,0.03336006,0.1081199,0.05809253,0.03600918,0.05642308,0.06103206,0.02511269
745.3525,0.03146399,0.03294918,0.1079705,0.057506,0.03487036,0.05578551,0.06107118,0.02506039
745.8346,0.03115183,0.032523,0.1080312,0.05658162,0.03377621,0.05508371,0.06074335,0.02516917
746.3167,0.03073645,0.03204096,0.108281,0.05544344,0.0327501,0.05443308,0.06008634,0.02526524
746.7988,0.0302279,0.03150508,0.10867,0.05426572,0.03178692,0.05393188,0.05923592,0.0252182
747.2809,0.02967109,0.03096206,0.1091218,0.0532436,0.03086696,0.05363991,0.05838091,0.02495038
747.7631,0.02912222,0.03048587,0.109549,0.05253167,0.02997504,0.05355857,0.05768714,0.02445073
748.2452,0.02861991,0.03014168,0.1098734,0.05219841,0.02911403,0.0536433,0.05723726,0.02376381
748.7273,0.02817516,0.02996541,0.1100287,0.05221698,0.02831035,0.05382265,0.05701955,0.02297969
749.2094,0.02777149,0.02994362,0.1099744,0.05247222,0.0276094,0.05402566,0.05693677,0.02221615
749.6915,0.02738481,0.03002323,0.1097004,0.05281281,0.02705867,0.05420343,0.05686288,0.02158911
750.1736,0.02699929,0.03012854,0.109226,0.05308732,0.02669814,0.05433062,0.05668253,0.02120193
750.6558,0.02661894,0.03019095,0.1085988,0.05320317,0.02654443,0.05440588,0.05634301,0.02110999
751.1379,0.02626172,0.03017001,0.1078809,0.05314707,0.02658752,0.05444115,0.05586407,0.02130441
751.62,0.02594329,0.03005237,0.1071416,0.05297334,0.02679544,0.05445329,0.05532297,0.02170552
