absorbance_2.9_1A,2.9_1A,2.9_2,2.9_3A,2.9_4A
3110.135,0.02807248,0.05647674,0.05928453,0.01996856
3110.617,0.02800746,0.05651807,0.05934728,0.01991959
3111.099,0.02797086,0.05647304,0.05941879,0.01988315
3111.581,0.02794953,0.0563434,0.05947094,0.01986463
3112.063,0.02792147,0.05614514,0.05948528,0.01986638
3112.545,0.02786602,0.05590855,0.05945835,0.01988653
3113.028,0.02777149,0.05567365,0.0593964,0.01991855
3113.51,0.02763605,0.05548603,0.05931211,0.01995203
3113.992,0.02746835,0.05538223,0.05921816,0.01997806
3114.474,0.02728394,0.05537876,0.05912551,0.0199928
3114.956,0.02710218,0.05546663,0.05904548,0.0200006
3115.438,0.02694284,0.05561304,0.05899068,0.02001352
3115.92,0.0268249,0.05577374,0.05897513,0.02004704
3116.402,0.02676612,0.05590537,0.05901231,0.02011471
3116.885,0.02677957,0.05598422,0.05910917,0.02022138
3117.367,0.0268704,0.05601109,0.05926055,0.02035896
3117.849,0.02703123,0.05600873,0.05944614,0.02050672
3118.331,0.02724118,0.05600813,0.05963443,0.02063808
3118.813,0.02746701,0.05603443,0.05978954,0.02072577
3119.295,0.02766933,0.056096,0.05987979,0.02074979
3119.777,0.02781633,0.05618015,0.05988937,0.02070366
3120.259,0.02789126,0.05626116,0.05982037,0.02059421
3120.741,0.02790049,0.0563112,0.05969274,0.02044078
3121.224,0.02786921,0.05631642,0.05953628,0.02026764
3121.706,0.02783547,0.0562822,0.0593831,0.02010049
3122.188,0.02783514,0.05623405,0.05925878,0.01996139
3122.67,0.02788542,0.0562055,0.05917552,0.01986456
3123.152,0.02798027,0.05622704,0.05913271,0.01981576
3123.634,0.02808928,0.05631263,0.05911923,0.01981319
3124.116,0.02817444,0.05645461,0.05911954,0.01984946
3124.598,0.02820124,0.05662559,0.05911829,0.0199114
3125.081,0.02815665,0.05678746,0.05910607,0.01998311
3125.563,0.028054,0.05690422,0.0590811,0.02004868
3126.045,0.0279318,0.05694896,0.05904926,0.02009442
3126.527,0.02783926,0.05691089,0.0590215,0.02011295
3127.009,0.02781576,0.05679593,0.05900931,0.02010639
3127.491,0.02787919,0.05662423,0.05902283,0.02008649
3127.973,0.02801595,0.05642336,0.05906488,0.0200721
3128.455,0.02818728,0.05622069,0.05913135,0.02008262
3128.938,0.0283397,0.05604222,0.0592111,0.02013237
3129.419,0.02842599,0.05590581,0.05929032,0.02022279
3129.902,0.02842027,0.05582153,0.05935707,0.02034207
3130.384,0.02832434,0.05579177,0.05940236,0.02046518
3130.866,0.02816672,0.05581243,0.05942361,0.02056227
3131.348,0.02799168,0.05587482,0.05942274,0.02060765
3131.83,0.02784788,0.05596747,0.05940399,0.02058748
3132.312,0.02777045,0.05607908,0.05936979,0.02050513
3132.794,0.02777379,0.05619904,0.05932058,0.02037916
3133.276,0.02785189,0.056316,0.05925512,0.02023851
3133.759,0.02798478,0.05641807,0.05917456,0.02011092
3134.241,0.02814841,0.05649102,0.0590849,0.02001568
3134.723,0.02832215,0.05651881,0.05899973,0.01996017
3135.205,0.02849428,0.05648803,0.05893638,0.01994002
3135.687,0.02865875,0.0563923,0.05891101,0.01994505
3136.169,0.02881152,0.05623746,0.05893309,0.01996434
3136.651,0.0289456,0.05604196,0.05899989,0.0199917
3137.133,0.0290487,0.05583667,0.05909658,0.02002569
3137.615,0.02910389,0.05565781,0.05919983,0.02006801
3138.098,0.02909625,0.05553439,0.05928751,0.02011949
3138.58,0.02901619,0.05548171,0.05934305,0.02017695
3139.062,0.02886506,0.05549449,0.05936136,0.02023187
3139.544,0.02865505,0.05554949,0.05934644,0.02027377
3140.026,0.02840834,0.05561148,0.05930766,0.02029291
3140.508,0.02815353,0.0556451,0.05925372,0.02028544
3140.99,0.02791795,0.05562807,0.05919028,0.02025331
3141.472,0.02772754,0.0555556,0.05912003,0.02020475
3141.955,0.02760187,0.05544356,0.05904809,0.02015019
3142.437,0.02755143,0.05532055,0.05898391,0.02009892
3142.919,0.02757811,0.05522126,0.05894505,0.02005947
3143.401,0.02767326,0.05517374,0.05895077,0.02003966
3143.883,0.02781918,0.05519054,0.05901513,0.02004935
3144.365,0.02798963,0.05526591,0.05913991,0.0201025
3144.847,0.02815527,0.05537733,0.05931087,0.02021355
3145.329,0.0282887,0.05549318,0.05950212,0.02039167
3145.812,0.02836834,0.05557865,0.05968261,0.02063175
3146.294,0.0283839,0.05560877,0.05982925,0.02090969
3146.776,0.02833773,0.05557319,0.05993436,0.02118313
3147.258,0.02824275,0.05547993,0.06000573,0.02139645
3147.74,0.02811639,0.05535289,0.06005954,0.02150036
3148.222,0.02797592,0.0552253,0.06010943,0.02146643
3148.704,0.02783428,0.05513383,0.06015611,0.02129803
3149.186,0.02769775,0.05510536,0.06018469,0.02103102
3149.668,0.02756875,0.05515247,0.06016942,0.02072506
3150.151,0.02744925,0.05526917,0.06008493,0.02044724
3150.633,0.02734448,0.0554337,0.05992011,0.0202468
3151.115,0.0272651,0.05561287,0.05968531,0.02014733
3151.597,0.02722534,0.05577107,0.05941283,0.0201422
3152.079,0.02723695,0.05588041,0.05914297,0.02020547
3152.561,0.02730514,0.05592537,0.05891514,0.02030451
3153.043,0.02742232,0.05590565,0.05875434,0.02041472
3153.525,0.02756879,0.05583427,0.05866582,0.02052629
3154.008,0.0277147,0.05573332,0.05863965,0.02063942
3154.49,0.02782812,0.05562782,0.05866003,0.02075456
3154.972,0.02788538,0.05553668,0.05871545,0.02086332
3155.454,0.02787602,0.05547135,0.05880461,0.02094358
3155.936,0.02780705,0.05543191,0.05893502,0.02096563
3156.418,0.02769976,0.05541029,0.05911563,0.02090724
3156.9,0.02758437,0.05539194,0.05934836,0.02076573
3157.382,0.02748952,0.05536379,0.05962146,0.02056765
3157.865,0.02743356,0.0553183,0.05991029,0.02036126
3158.347,0.02742199,0.0552575,0.06018097,0.02020704
3158.829,0.02744617,0.05519323,0.06040087,0.02015293
3159.311,0.02749062,0.05514379,0.06054747,0.02021658
3159.793,0.0275383,0.05512875,0.06061002,0.02038015
3160.275,0.02757954,0.05516244,0.06059086,0.0205958
3160.757,0.02761454,0.05524847,0.06050108,0.02080528
3161.239,0.02765285,0.05537821,0.06035702,0.02095526
3161.721,0.02770746,0.05553301,0.06017759,0.02101753
3162.204,0.02778817,0.05569084,0.059983,0.02099264
3162.686,0.02789516,0.05583094,0.05979756,0.02090334
3163.168,0.02801704,0.05594208,0.05964649,0.02078046
3163.65,0.02813273,0.05602404,0.05955283,0.0206502
3164.132,0.02821632,0.05608759,0.05953314,0.02052699
3164.614,0.02824656,0.05614873,0.05958956,0.02041215
3165.096,0.0282118,0.05622366,0.05970627,0.02030129
3165.578,0.02811405,0.05632379,0.0598497,0.02019135
3166.061,0.02796658,0.05645094,0.0599775,0.02008548
3166.542,0.02779042,0.05659734,0.06004566,0.01999294
3167.025,0.02760788,0.05674565,0.0600195,0.01992484
3167.507,0.02743552,0.05687428,0.05988329,0.01988902
3167.989,0.02728253,0.0569594,0.05964231,0.01988812
3168.471,0.02715066,0.05698045,0.0593227,0.01992126
3168.953,0.02703666,0.05692603,0.05896343,0.01998714
3169.435,0.02693592,0.05679543,0.05861238,0.02008674
3169.917,0.02684652,0.05660214,0.05831761,0.02022238
3170.399,0.02677114,0.05636962,0.05811626,0.02039286
3170.882,0.02671635,0.05612997,0.05803445,0.02058713
3171.364,0.02669136,0.05591536,0.05807936,0.02078099
3171.846,0.02670385,0.05574989,0.05824035,0.02094251
3172.328,0.02675699,0.05564693,0.05848957,0.02103773
3172.81,0.02684703,0.05560555,0.05878811,0.02104643
3173.292,0.02696347,0.0556142,0.05909698,0.02097063
3173.774,0.02708872,0.05565487,0.05938245,0.0208371
3174.256,0.02720347,0.05570972,0.059626,0.02068852
3174.739,0.02729119,0.05576611,0.05982479,0.0205653
3175.221,0.02734072,0.05581514,0.05998821,0.02049429
3175.703,0.02734995,0.05585076,0.06012974,0.02047544
3176.185,0.02732487,0.05586736,0.06025888,0.02048535
3176.667,0.02727793,0.05585749,0.06037521,0.02048725
3177.149,0.02722247,0.05581455,0.06046829,0.02045039
3177.631,0.02716932,0.0557375,0.06052264,0.02036393
3178.113,0.02712417,0.05563555,0.06052387,0.02024231
3178.595,0.02708731,0.0555289,0.06046494,0.02011768
3179.078,0.02705666,0.05544435,0.06034691,0.02002477
3179.56,0.0270312,0.05540833,0.0601757,0.01998596
3180.042,0.0270132,0.05543573,0.05995717,0.02000059
3180.524,0.02700893,0.0555247,0.05969321,0.02004717
3181.006,0.02702728,0.05565482,0.05938369,0.0200915
3181.488,0.02707531,0.05579544,0.0590309,0.02010391
3181.97,0.02715711,0.05591364,0.05864817,0.02006651
3182.452,0.02727202,0.05598444,0.05826535,0.01997947
3182.935,0.02741617,0.05599894,0.05792503,0.01985544
3183.417,0.02758467,0.05596389,0.05767746,0.01971383
3183.899,0.02777212,0.0558982,0.05756589,0.0195726
3184.381,0.02797404,0.0558231,0.05761019,0.01944374
3184.863,0.02818325,0.05575819,0.05779993,0.01933605
3185.345,0.02838705,0.0557164,0.05809373,0.01925852
3185.827,0.02856728,0.05570432,0.05843436,0.01922227
3186.309,0.02870026,0.05572585,0.05875983,0.01923845
3186.792,0.02876255,0.05578214,0.05902227,0.01931203
3187.273,0.02873899,0.05587163,0.05919791,0.01943513
3187.756,0.02862727,0.05598632,0.05928395,0.01958292
3188.238,0.02844122,0.05611008,0.05929377,0.01971739
3188.72,0.02820714,0.05622005,0.05924569,0.01980109
3189.202,0.02796058,0.05629092,0.05915802,0.01980651
3189.684,0.02773644,0.05630538,0.0590448,0.01973018
3190.166,0.02756036,0.05626319,0.05891826,0.0195927
3190.648,0.02744948,0.05618414,0.05879337,0.01943403
3191.13,0.02740959,0.0561043,0.05868788,0.01929701
3191.613,0.02743767,0.05606167,0.05861964,0.01921126
3192.095,0.02752426,0.05608503,0.05860062,0.01918642
3192.577,0.02765356,0.05617798,0.05862929,0.01921086
3193.059,0.02780242,0.05631737,0.05868899,0.01926216
3193.541,0.02793801,0.05645714,0.05874959,0.01931662
3194.023,0.02802295,0.05654691,0.05878074,0.01936263
3194.505,0.02802072,0.05654839,0.05876329,0.01940169
3194.987,0.02790537,0.05644854,0.05869834,0.01944386
3195.469,0.02767364,0.0562661,0.05860991,0.01949853
3195.952,0.02734979,0.05604608,0.05853745,0.01956673
3196.434,0.02698703,0.05584909,0.05852371,0.01963888
3196.916,0.02665056,0.05572893,0.0585954,0.0196998
3197.398,0.02640501,0.05572169,0.05875491,0.01973799
3197.88,0.02629539,0.05583591,0.05897663,0.01975346
3198.362,0.02633354,0.05605372,0.05921812,0.01975915
3198.844,0.02649795,0.05633701,0.05943033,0.01977585
3199.326,0.02674121,0.05663777,0.05957322,0.01982053
3199.809,0.02700878,0.05691227,0.05962637,0.01989543
3200.291,0.0272484,0.05712503,0.05958804,0.01998406
3200.773,0.02742407,0.05725406,0.0594717,0.02005328
3201.255,0.02752167,0.05729372,0.05929807,0.02006892
3201.737,0.02754626,0.05724984,0.05909073,0.02000492
3202.219,0.02751971,0.05713878,0.0588713,0.01985751
3202.701,0.02747058,0.05697971,0.05865764,0.01964579
3203.183,0.02743117,0.05679408,0.05846621,0.01940796
3203.666,0.02742786,0.05660046,0.05830985,0.01918825
3204.148,0.02747482,0.05641356,0.05819656,0.01902058
3204.63,0.02757094,0.0562471,0.058128,0.01892396
3205.112,0.02769757,0.05611397,0.05809896,0.01889636
3205.594,0.02782381,0.05602587,0.05809956,0.01892154
3206.076,0.02791124,0.05599291,0.05812005,0.01897611
3206.558,0.0279272,0.05601835,0.05815684,0.01904016
3207.04,0.02785495,0.0560947,0.05821482,0.01910329
3207.522,0.02769781,0.05619994,0.05830544,0.0191668
3208.005,0.02747764,0.05630182,0.05843984,0.01924174
3208.487,0.02722643,0.05636537,0.05861967,0.01934299
3208.969,0.02697494,0.05636244,0.05882851,0.0194837
3209.451,0.02673996,0.05628495,0.05903184,0.01966788
3209.933,0.02652172,0.05614862,0.05918441,0.01988604
3210.415,0.02630828,0.05599109,0.05924083,0.02011306
3210.897,0.02608814,0.05585695,0.05917448,0.02031405
3211.379,0.02586173,0.05578455,0.05898622,0.02045012
3211.862,0.02565002,0.05579353,0.05870855,0.02048822
3212.344,0.02548835,0.05587767,0.05839648,0.02041371
3212.826,0.02541899,0.05601008,0.05811763,0.02023648
3213.308,0.02547481,0.05615277,0.05793607,0.01999392
3213.79,0.02566427,0.05627525,0.05789351,0.01973923
3214.272,0.02596752,0.05636293,0.05800426,0.01953005
3214.754,0.02634063,0.05642309,0.05825186,0.01940963
3215.236,0.02673323,0.0564757,0.05859686,0.01939208
3215.719,0.02709828,0.05654385,0.05898422,0.01946146
3216.201,0.02740417,0.05663791,0.05935393,0.01957757
3216.683,0.02763766,0.05674777,0.05965406,0.01969588
3217.165,0.02779743,0.05684235,0.05984114,0.01977792
3217.647,0.02788803,0.05687823,0.05988869,0.01980568
3218.129,0.02791468,0.05681689,0.05979193,0.01978349
3218.611,0.02788299,0.05663604,0.05956987,0.01973305
3219.093,0.02780062,0.05634342,0.05926397,0.01968218
3219.575,0.02767907,0.05597564,0.05892795,0.01965237
3220.058,0.02753431,0.05559353,0.05862211,0.01965418
3220.54,0.0273819,0.0552639,0.05839459,0.01968537
3221.022,0.02722987,0.05503961,0.05827178,0.01973712
3221.504,0.02707663,0.05495023,0.05825531,0.01979746
3221.986,0.02691071,0.0549915,0.0583247,0.01985559
3222.468,0.02671844,0.05513145,0.05844827,0.01990155
3222.95,0.02649305,0.05531789,0.05859206,0.01992356
3223.432,0.02624311,0.05549813,0.05873239,0.01990868
3223.915,0.02599364,0.05563379,0.05885915,0.01984684
3224.396,0.02578271,0.05570874,0.05897396,0.01973585
3224.879,0.02564755,0.05573199,0.05908361,0.01958826
3225.361,0.02561235,0.05572888,0.05919287,0.01943191
3225.843,0.0256811,0.05572838,0.05929895,0.01930681
3226.325,0.0258363,0.0557472,0.05939137,0.01924915
3226.807,0.02604556,0.05578224,0.05945529,0.01928089
3227.289,0.0262717,0.05581164,0.05947847,0.01939887
3227.771,0.02648548,0.05580833,0.05945783,0.01957681
3228.253,0.02666865,0.05575341,0.05940132,0.01977425
3228.736,0.02681258,0.05565112,0.05932891,0.01995343
3229.218,0.02691509,0.05553034,0.05926443,0.02009581
3229.7,0.02697477,0.05543756,0.0592321,0.0202071
3230.182,0.02699138,0.05541909,0.05924883,0.02031277
3230.664,0.02697009,0.05549692,0.05932001,0.02044122
3231.146,0.02692569,0.05565902,0.05943807,0.02061034
3231.628,0.02688671,0.05585533,0.05958306,0.0208138
3232.11,0.02688806,0.05601886,0.05972616,0.0210239
3232.593,0.0269635,0.05608094,0.05983295,0.02119899
3233.075,0.02713091,0.0560008,0.05986921,0.02130074
3233.557,0.02738156,0.05577985,0.05981028,0.02130939
3234.039,0.02767717,0.05546223,0.05964402,0.02122742
3234.521,0.02795768,0.05512173,0.05937789,0.02107723
3235.003,0.02816262,0.05483559,0.05903849,0.02088773
3235.485,0.02824248,0.05466894,0.05867096,0.02068671
3235.967,0.02817979,0.05465468,0.05832907,0.02049113
3236.449,0.02799155,0.05478879,0.05806137,0.02030759
3236.932,0.02772489,0.05503653,0.05790575,0.02013873
3237.414,0.02744073,0.05534562,0.0578764,0.01998848
3237.896,0.02719505,0.05566313,0.0579639,0.01986508
3238.378,0.02702853,0.05594109,0.05813851,0.0197779
3238.86,0.0269562,0.05614947,0.05836063,0.01973095
3239.342,0.02697127,0.05627597,0.05859227,0.01971709
3239.824,0.02705126,0.05632495,0.05880238,0.01971634
3240.306,0.02717048,0.05631413,0.05897437,0.01970291
3240.789,0.02730791,0.05626946,0.05910278,0.01965497
3241.271,0.02744971,0.05621976,0.05918885,0.01956268
3241.753,0.02759,0.05618832,0.0592345,0.01943366
3242.235,0.02772521,0.05619001,0.05923836,0.01928904
3242.717,0.02784782,0.05622826,0.05919569,0.01915529
3243.199,0.02794312,0.05629721,0.05910384,0.01905165
3243.681,0.027989,0.05638617,0.05896743,0.0189843
3244.163,0.02795981,0.0564843,0.05880502,0.0189456
3244.646,0.027838,0.05658457,0.05864482,0.01892107
3245.127,0.02762107,0.05668354,0.05852295,0.01889627
3245.61,0.02732856,0.05677672,0.05846986,0.01886442
3246.092,0.02699899,0.05685541,0.05849814,0.01882877
3246.574,0.02668475,0.05690424,0.05859873,0.01879729
3247.056,0.02643999,0.05690405,0.05874093,0.01877606
3247.538,0.02630326,0.05684087,0.05888626,0.01876589
3248.02,0.02629454,0.05671206,0.05899561,0.01876183
3248.502,0.0264073,0.05653245,0.05904587,0.01875864
3248.984,0.02661305,0.05632907,0.05903748,0.01875538
3249.467,0.0268669,0.0561346,0.05899376,0.01875969
3249.949,0.02711809,0.05597236,0.05895289,0.01878409
3250.431,0.02732249,0.05584631,0.05895204,0.01883849
3250.913,0.02744381,0.05574057,0.05901809,0.01892257
3251.395,0.02745999,0.05562809,0.05915644,0.01902148
3251.877,0.02736467,0.05548748,0.05935283,0.01911009
3252.359,0.0271681,0.05531688,0.05957726,0.01916095
3252.841,0.02690043,0.05514101,0.05979615,0.01915858
3253.323,0.02660946,0.05500396,0.05998224,0.01910788
3253.806,0.02636148,0.05495469,0.06011594,0.01903483
3254.288,0.02622376,0.05502209,0.0601865,0.0189768
3254.77,0.02624793,0.05520075,0.06018594,0.01896614
3255.252,0.02645379,0.05544853,0.06010544,0.01901758
3255.734,0.02681536,0.05570118,0.05993611,0.01912041
3256.216,0.02726324,0.05589418,0.05967563,0.01924421
3256.698,0.02769515,0.05598157,0.05933693,0.01934948
3257.18,0.02801101,0.05595253,0.05895377,0.01940706
3257.663,0.0281378,0.05582929,0.05857977,0.01940844
3258.145,0.02805231,0.0556583,0.0582798,0.01937015
3258.627,0.02778834,0.05548926,0.05810712,0.01932515
3259.109,0.02742528,0.05536387,0.05809007,0.01931043
3259.591,0.0270645,0.05530728,0.05821858,0.01935328
3260.073,0.02679069,0.05532608,0.05844822,0.01945913
3260.555,0.02665737,0.05541436,0.05871053,0.01961212
3261.037,0.02667395,0.05555727,0.05893536,0.01978011
3261.52,0.02681424,0.05573665,0.05907657,0.01992976
3262.002,0.02703234,0.05592945,0.05911988,0.02003475
3262.484,0.02728139,0.05610931,0.05908578,0.0200864
3262.966,0.02752945,0.05625148,0.05901507,0.02009401
3263.448,0.02775767,0.0563364,0.05895324,0.02008114
3263.93,0.02795662,0.05635792,0.05893296,0.02007677
3264.412,0.02811893,0.05632585,0.0589641,0.02010226
3264.894,0.02823471,0.05626415,0.0590357,0.02016569
3265.376,0.02829364,0.05620092,0.05912467,0.0202547
3265.859,0.02829321,0.05615468,0.05920805,0.02034021
3266.341,0.02824443,0.05612789,0.05927061,0.02038052
3266.823,0.02817326,0.05610512,0.05930812,0.02033526
3267.305,0.028112,0.05606365,0.05932387,0.02017891
3267.787,0.02809173,0.05598574,0.05932417,0.01990758
3268.269,0.02812719,0.05587349,0.05931294,0.01954483
3268.751,0.02821259,0.05575091,0.05929158,0.01913446
3269.233,0.02832271,0.05565935,0.05926322,0.0187343
3269.716,0.02842435,0.05563775,0.05923573,0.01839738
3270.198,0.02848843,0.0557064,0.05922373,0.01815983
3270.68,0.02849776,0.05585563,0.05924702,0.01803722
3271.162,0.02845113,0.05604819,0.05932385,0.01802438
3271.644,0.02835735,0.05623228,0.05946198,0.01810425
3272.126,0.02822864,0.05635891,0.05965247,0.01825769
3272.608,0.02807415,0.05640246,0.05986951,0.01847214
3273.09,0.02789959,0.0563657,0.06007455,0.01874067
3273.573,0.02771216,0.05627526,0.06022499,0.01905716
3274.055,0.0275255,0.05616507,0.06028797,0.01940932
3274.537,0.02736282,0.05606211,0.06024655,0.01977113
3275.019,0.02725168,0.05597805,0.06010438,0.02010402
3275.501,0.02721217,0.0559108,0.05988315,0.02036753
3275.983,0.02724518,0.0558551,0.05961647,0.02052928
3276.465,0.02732467,0.05581379,0.05934234,0.02057693
3276.947,0.0274039,0.05580296,0.05909185,0.02052331
3277.429,0.02742545,0.0558481,0.05888656,0.02040356
3277.912,0.02734149,0.05597188,0.05873378,0.02026422
3278.394,0.02713281,0.05617889,0.05862838,0.020147
3278.876,0.02681405,0.05644874,0.05855747,0.02008234
3279.358,0.02642991,0.05673522,0.05850791,0.02008191
3279.84,0.02603559,0.05698273,0.05847459,0.02014132
3280.322,0.02568437,0.057135,0.05846411,0.02024616
3280.804,0.02540815,0.05715528,0.05849553,0.02037831
3281.286,0.02521311,0.05703347,0.05859294,0.02052277
3281.769,0.02508671,0.05678594,0.0587771,0.02066594
3282.25,0.0250109,0.05644796,0.05905146,0.02079795
3282.733,0.02497571,0.05606233,0.0593962,0.02091119
3283.215,0.02498663,0.05567486,0.05976483,0.02100137
3283.697,0.02506239,0.05532571,0.06009626,0.02106891
3284.179,0.02522335,0.05504661,0.06033311,0.02112099
3284.661,0.02548076,0.05486226,0.06043524,0.02117002
3285.143,0.02582579,0.05478515,0.06039614,0.0212284
3285.625,0.02622922,0.05481341,0.06024396,0.0213018
3286.107,0.0266458,0.05492875,0.06003373,0.02138273
3286.59,0.0270302,0.05509936,0.05982572,0.02145006
3287.072,0.02734576,0.05528601,0.05966804,0.02147285
3287.554,0.02757135,0.05544955,0.05958258,0.02141872
3288.036,0.02770376,0.05556429,0.0595594,0.02126675
3288.518,0.027752,0.05562105,0.0595633,0.0210149
3289.0,0.02773162,0.05562695,0.05954793,0.02068249
3289.482,0.02765917,0.05559805,0.05947655,0.02030271
3289.964,0.02755068,0.05554929,0.05933288,0.01991573
3290.447,0.02742628,0.05548757,0.05912774,0.0195578
3290.929,0.02731005,0.05540888,0.05889312,0.0192524
3291.411,0.02723277,0.05530344,0.05867374,0.01901134
3291.893,0.02722632,0.05516443,0.0585121,0.01883637
3292.375,0.0273122,0.05499727,0.05843427,0.01872326
3292.857,0.02749141,0.05482254,0.05844592,0.01866588
3293.339,0.02773668,0.05467413,0.05853029,0.01865678
3293.821,0.02799759,0.0545869,0.05865641,0.01868727
3294.303,0.02820691,0.05458946,0.05878659,0.01874506
3294.786,0.02830057,0.05469298,0.05888723,0.01881557
3295.268,0.0282398,0.05488786,0.0589387,0.0188843
3295.75,0.02802009,0.05514294,0.05893543,0.01893999
3296.232,0.02767804,0.05541272,0.05888806,0.0189795
3296.714,0.02727783,0.05564906,0.05881684,0.01900773
3297.196,0.02689822,0.0558071,0.05874572,0.01903771
3297.678,0.02660423,0.05585884,0.05869275,0.01908576
3298.16,0.02642937,0.0558,0.05866452,0.01916476
3298.643,0.02637096,0.05565095,0.05865674,0.0192828
3299.125,0.026395,0.05545384,0.05865763,0.01944004
3299.607,0.02645415,0.05526177,0.05865746,0.01963062
3300.089,0.02650264,0.05512987,0.05865427,0.01984301
3300.571,0.02651412,0.05509648,0.05865856,0.02006353
3301.053,0.02648524,0.05517401,0.05868959,0.02027723
3301.535,0.02643212,0.05534338,0.05876792,0.02046788
3302.017,0.02637772,0.05556024,0.05890299,0.02062128
3302.5,0.02634196,0.05576741,0.05908616,0.02072601
3302.981,0.02633416,0.05590796,0.05928682,0.02077591
3303.464,0.02635269,0.05594707,0.05946228,0.02077385
3303.946,0.02638948,0.05587764,0.05956736,0.02073057
3304.428,0.02643634,0.05572384,0.05957033,0.02066419
3304.91,0.02648924,0.0555297,0.05946447,0.02059513
3305.392,0.02654752,0.05535039,0.05926978,0.02054243
3305.874,0.02660996,0.05523901,0.05902989,0.02052079
3306.356,0.02666928,0.05523242,0.05879664,0.02053703
3306.838,0.02671118,0.05535002,0.05861965,0.02059152
3307.321,0.02671888,0.05558746,0.05853416,0.02067788
3307.803,0.02668251,0.05591921,0.05855321,0.02078391
3308.285,0.02660819,0.05629782,0.05866816,0.02089152
3308.767,0.02652428,0.05666117,0.05885318,0.02097844
3309.249,0.02647305,0.05694675,0.05907531,0.02102466
3309.731,0.02650179,0.05710022,0.05930036,0.02101619
3310.213,0.02664226,0.05709192,0.05950142,0.02095385
3310.695,0.02689607,0.05692719,0.05966409,0.02085646
3311.177,0.02722835,0.05664781,0.05978545,0.02076042
3311.66,0.02757473,0.05632348,0.05987433,0.02071001
3312.142,0.02786311,0.05602875,0.05994609,0.02074017
3312.624,0.02802909,0.05582855,0.06001927,0.02086422
3313.106,0.02804372,0.05575203,0.06010703,0.02106055
3313.588,0.02792171,0.0557869,0.06021165,0.02127781
3314.07,0.02772039,0.05588469,0.06032157,0.02144277
3314.552,0.02752114,0.05598244,0.06041414,0.02148762
3315.034,0.02740166,0.05602795,0.06046275,0.02137286
3315.517,0.02741963,0.05599373,0.06044217,0.02109814
3315.999,0.02758904,0.05588755,0.06034072,0.02070477
3316.481,0.02787996,0.05574138,0.06016251,0.02025999
3316.963,0.02822461,0.05559711,0.05992844,0.0198409
3317.445,0.02854268,0.05548432,0.05966989,0.01950545
3317.927,0.02876327,0.05541012,0.05942064,0.01928221
3318.409,0.02884418,0.05535847,0.059212,0.01916832
3318.891,0.02878604,0.0553011,0.0590656,0.01913906
3319.374,0.02862817,0.05521328,0.05899341,0.0191629
3319.856,0.02843757,0.05508551,0.05899847,0.0192125
3320.338,0.02828041,0.05492843,0.05907645,0.01927371
3320.82,0.02820551,0.05476704,0.0592157,0.01934069
3321.302,0.02822638,0.05463018,0.05939648,0.0194109
3321.784,0.02831879,0.05453658,0.05959295,0.01947786
3322.266,0.02842731,0.05449063,0.05977289,0.01953125
3322.748,0.02848429,0.05448279,0.05990218,0.01955878
3323.23,0.0284354,0.05449818,0.05995413,0.01955441
3323.713,0.02825212,0.05452539,0.05991252,0.01952164
3324.195,0.02794191,0.05456407,0.05977672,0.01947341
3324.677,0.02754205,0.0546248,0.05955908,0.0194247
3325.159,0.0271099,0.05472484,0.05928245,0.01938616
3325.641,0.02670627,0.05487893,0.05897233,0.01935738
3326.123,0.02637815,0.05509171,0.05865141,0.01932822
3326.605,0.02615679,0.05535458,0.05833979,0.01928584
3327.087,0.0260532,0.05564676,0.05805383,0.01922565
3327.57,0.02606208,0.05594239,0.05780879,0.01915791
3328.052,0.02616695,0.05621405,0.0576208,0.01910968
3328.534,0.02634319,0.05644098,0.05750524,0.01911624
3329.016,0.0265633,0.05661192,0.05747253,0.01920719
3329.498,0.02679523,0.05672511,0.05752678,0.01939575
3329.98,0.02700922,0.05678859,0.05766288,0.01967172
3330.462,0.02718471,0.05681772,0.05786848,0.02000426
3330.944,0.02731418,0.05683453,0.05812653,0.0203494
3331.427,0.02740739,0.0568632,0.05842017,0.0206647
3331.909,0.0274889,0.05692489,0.05873363,0.020919
3332.391,0.02759065,0.05703435,0.05904868,0.02109263
3332.873,0.02773536,0.05719342,0.0593442,0.0211768
3333.355,0.02792776,0.0573881,0.05959149,0.02116683
3333.837,0.02814555,0.05758793,0.05975501,0.02105908
3334.319,0.02834515,0.05775219,0.0598024,0.02085149
3334.801,0.02847304,0.05783529,0.05971393,0.02055018
3335.283,0.02848149,0.05779694,0.05949527,0.02017752
3335.766,0.02834872,0.0576145,0.05917888,0.01977287
3336.248,0.02808534,0.0572889,0.05882259,0.01938895
3336.73,0.02773416,0.05684812,0.05849598,0.01908212
3337.212,0.02735513,0.05634084,0.0582558,0.01889284
3337.694,0.02701513,0.05583111,0.05813766,0.01883981
3338.176,0.0267725,0.05538542,0.05814803,0.01891516
3338.658,0.02666452,0.05505464,0.05826995,0.01909294
3339.14,0.02670755,0.05486937,0.05847303,0.01933835
3339.623,0.02689406,0.05482986,0.05872682,0.01961911
3340.104,0.02719582,0.05491031,0.05901117,0.01991336
3340.587,0.02756344,0.05506399,0.0593126,0.02020452
3341.069,0.027933,0.0552377,0.05962067,0.02047534
3341.551,0.02823889,0.05538868,0.0599216,0.02070355
3342.033,0.02842162,0.05548988,0.06019179,0.02085761
